title,cast,director,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,sort_order
Magic for Humans,Justin Willman,,ts83251,SHOW,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2018,TV-14,23,"['reality', 'comedy']",['US'],3.0,tt8425308,7.1,3346.0,6.964,6.7,1
Was It Love?,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",,ts223242,SHOW,"After 14 years devoid of romance, a struggling movie producer and single mom faces the unexpected arrival of 4 men into her life—an author, an actor, a CEO, and a younger man—who might just revive her dormant desire for love.",2020,TV-MA,69,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12525622,7.1,907.0,4.721,8.1,1
Inborn Pair,"Annie Chen, Chris Wang, Hsieh Kun Da, Puff Kuo, Jennifer Hong",,ts32460,SHOW,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2011,TV-14,43,['drama'],['TW'],1.0,tt6357282,7.1,108.0,4.989,1.0,1
Mr. Iglesias,"Gabriel Iglesias, Sherri Shepherd, Jacob Vargas, Maggie Geha, Richard Gant, Cree Cicchino, Fabrizio Guido, Oscar Nuñez",,ts89881,SHOW,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,TV-14,29,['comedy'],['US'],3.0,tt8403536,7.1,6857.0,7.974,7.7,1
20 Minutes,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",,ts16117,SHOW,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,2013,TV-MA,46,"['action', 'drama', 'romance']",['TR'],1.0,tt2544148,7.1,1730.0,2.294,8.0,1
No Tomorrow,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz",,ts42038,SHOW,"When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1.0,tt10936232,7.1,5137.0,7.687,6.3,1
The 43,Paco Ignacio Taibo II,,ts101042,SHOW,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,2019,TV-MA,66,"['documentation', 'war']",['MX'],1.0,tt9789272,7.1,143.0,2.828,6.9,1
Somos.,"Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama",,ts288064,SHOW,"The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.",2021,TV-MA,52,"['drama', 'crime', 'history']",['MX'],1.0,tt14719590,7.1,1138.0,25.704,7.7,1
Perfume,"Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest",,ts85568,SHOW,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",2018,TV-MA,58,"['crime', 'drama', 'thriller']",['DE'],1.0,tt6811236,7.1,8536.0,17.902,6.9,1
Ray,"Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa","Srijit Mukherji, Vasan Bala, Abhishek Chaubey",ts288540,SHOW,"From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.",2021,TV-MA,59,"['drama', 'thriller', 'crime']",['IN'],1.0,tt14160660,7.1,8795.0,5.791,6.8,1
The Irregular at Magic High School,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase",,ts22426,SHOW,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,2014,TV-14,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],2.0,tt3874528,7.1,3386.0,46.794,7.9,1
Pine Gap,"Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter",Mat King,ts84010,SHOW,A team of talented Australian and American intelligence analysts work together to ensure global stability in one of the world's most important and secretive joint intelligence facilities... Pine Gap. But the relationship between the Australian and American intelligence analysts working at Pine Gap isn’t always rosy.,2018,TV-MA,56,"['drama', 'thriller']",['AU'],1.0,tt7371868,7.1,5007.0,10.479,7.3,1
Frontier,"Jason Momoa, Landon Liboiron, Alun Armstrong, Jessica Matten, Zoe Boyle, Allan Hawco, Evan Jonigkeit, Katie McGrath",,ts38415,SHOW,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.",2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,tt4686698,7.1,20979.0,23.849,6.8,1
The Joel McHale Show with Joel McHale,Joel McHale,,ts78707,SHOW,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018,TV-MA,25,['comedy'],['US'],2.0,tt7895706,7.1,2396.0,6.858,6.4,1
Switched,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima",,ts82875,SHOW,"High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",2018,TV-MA,39,"['drama', 'scifi']",['JP'],1.0,tt8747882,7.1,1436.0,9.01,7.8,1
B: The Beginning,"Hiroaki Hirata, Yuki Kaji, Asami Seto, Hiroki Touchi, Minoru Inaba, Ami Koshimizu, Toshiyuki Toyonaga, Shintaro Tanaka, Atsushi Goto, Toshiyuki Morikawa, Kaito Ishikawa, Satomi Sato, Yu Kitada, Mitsuki Saiga, Kazuya Nakai, Nozomi Kameda, Makoto Awane",,ts79157,SHOW,"In a world powered by advanced technology, crime and action unfold in the archipelagic nation of Cremona. Genius investigator Keith Flick rejoins the royal police force just as serial killer “B” emerges. Mysterious youth Koku may be an ally, or a target.",2018,TV-MA,25,"['scifi', 'horror', 'crime', 'thriller', 'action', 'fantasy', 'animation', 'drama']",['JP'],2.0,tt7944664,7.1,4844.0,18.671,7.8,1
Hot Date,"Emily Axford, Brian Murphy",,ts77600,SHOW,"A sketch-comedy series that chronicles the social waters of dating, sex, marriage and diving into the ritual of romance. Based on the CollegeHumor webseries of the same name.",2017,TV-MA,19,['comedy'],['US'],2.0,tt7603386,7.1,633.0,1.692,6.6,1
The Hook Up Plan,"Marc Ruchmann, Zita Hanrot, Sabrina Ouazani, Joséphine Drai, Syrus Shahidi, Yvan Naubron, Guillaume Labbé, Tom Dingler",,ts84930,SHOW,"In a misguided attempt to build up perpetually single Elsa's confidence, her friends hire a male escort. A comedy series set in Paris.",2018,TV-14,27,"['comedy', 'romance']",['FR'],3.0,tt9170638,7.1,5386.0,11.69,7.7,1
Raising Dion,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",,ts95997,SHOW,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,2019,TV-G,43,"['scifi', 'drama']",['US'],2.0,tt7826108,7.1,14799.0,33.326,7.8,1
Seis Manos,"Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo",,ts188840,SHOW,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",2019,TV-MA,27,"['crime', 'drama', 'fantasy', 'animation', 'action']",['US'],1.0,tt10106108,7.1,1607.0,9.498,6.9,1
DC Super Hero Girls,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",,ts89014,SHOW,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.",2019,TV-PG,10,"['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy', 'drama']",['US'],2.0,tt9628244,7.1,1282.0,12.626,8.2,1
Into the Night,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",,ts287836,SHOW,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",2020,TV-MA,36,"['scifi', 'drama', 'thriller']",['BE'],2.0,tt10919486,7.1,31559.0,22.983,7.5,1
Rebellion,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",,ts38731,SHOW,"A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",2016,TV-14,51,"['war', 'drama', 'history', 'european']","['IE', 'GB']",2.0,tt4699982,7.1,3802.0,13.651,7.1,1
The American Barbecue Showdown,"Lyric Lewis, Rutledge Wood",,ts254293,SHOW,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020,TV-G,43,['reality'],['US'],1.0,tt12938472,7.1,1207.0,9.677,6.2,1
Stolen Away,"Daniel Grao, Carolina Lapausa, Melani Olivares, Adriana Paz, Fernando Solórzano, Juan Carlos Messier, Jon Arias, Verónica Velásquez, David Trejos, Ana Maria Orozco",,ts190452,SHOW,"A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",['ES'],1.0,tt10064124,7.1,2344.0,14.787,7.1,1
Manifest,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur",,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0,145.572,7.7,1
Brand New Cherry Flavor,"Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler",,ts227473,SHOW,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,15028.0,57.609,6.9,1
Abyss,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon, Han So-hee, Kwon Soo-hyun, Kim Sa-rang, Ahn Se-ha, Yun Yoo-sun",,ts89832,SHOW,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",2019,TV-14,63,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2324.0,15.15,8.3,1
Trailer Park Boys: Out of the Park: Europe,"Mike Smith, John Paul Tremblay, Robb Wells",,ts51367,SHOW,"A lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.",2016,TV-MA,28,"['action', 'drama', 'comedy', 'crime']",['CA'],2.0,tt5937754,7.0,2324.0,5.537,6.2,1
Children of the Whales,"Natsuki Hanae, Manaka Iwami, Yuuichirou Umehara, Nobunaga Shimazaki, Mikako Komatsu, Daiki Yamashita, Hiroshi Kamiya",,ts70631,SHOW,"Chakuro is the 14-year-old archivist of the Mud Whale, a nigh-utopian island that floats across the surface of an endless sea of sand. Nine in ten of the inhabitants of the Mud Whale have been blessed and cursed with the ability to use saimia, special powers that doom them to an early death. Chakuro and his friends have stumbled across other islands, but they have never met, seen, or even heard of a human who wasn't from their own. One day, Chakuro visits an island as large as the Mud Whale and meets a girl who will change his destiny.",2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt7484994,7.0,1551.0,13.257,7.6,1
The Defeated,"Taylor Kitsch, Nina Hoss, Logan Marshall-Green, Michael C. Hall, Tuppence Middleton, Mala Emde, Maximilian Ehrenreich, Sebastian Koch, Anne Ratte-Polle, Lena Dörrie, Benjamin Sadler",,ts107724,SHOW,Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,2020,TV-MA,55,"['history', 'thriller', 'drama']",['DE'],1.0,tt8879894,7.0,5902.0,7.002,6.846,1
Simon,"Loti Bailey, Hayden Connett, Keith Faulkner, Rudy Greatorex, Luke Haliwell, Jacob Preston, Joanna Ruiz, Alex Starke",,ts81483,SHOW,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,TV-Y,5,"['comedy', 'family', 'animation']",['FR'],2.0,tt7699866,7.0,129.0,3.507,9.5,1
Hit & Run,"Lior Raz, Kaelen Ohm, Sanaa Lathan, Moran Rosenblatt, Lior Ashkenazi, Gregg Henry, Gal Toren",,ts287352,SHOW,"A happily married man's life is turned upside down when his wife is killed in a mysterious hit-and-run accident in Tel Aviv.  Grief-stricken and confused, he searches for his wife's killers, who have fled to the U.S.  With the help of an ex-lover, he uncovers disturbing truths about his beloved wife and the secrets she kept from him.",2021,TV-MA,44,"['drama', 'action', 'thriller', 'crime']",['IL'],1.0,tt9073940,7.0,8602.0,20.178,7.5,1
Trese,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum",Jay Oliva,ts104499,SHOW,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,TV-MA,29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']",['PH'],1.0,tt9310336,7.0,3803.0,20.878,7.4,1
Ingobernable,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",,ts56125,SHOW,"The First Lady of Mexico has big plans to improve conditions for the country. As she starts to lose faith in her husband, President Diego Nava, she finds herself at a crossroad where she will need to find a way to deal with a great challenge.",2017,TV-MA,39,"['war', 'crime', 'drama', 'thriller']",['MX'],3.0,tt6495756,7.0,3116.0,13.874,6.5,1
Falsa identidad,"Luis Ernesto Franco, Camila Sodi, Sergio Goyri, Samadhi Zendejas, Eduardo Yáñez, Sonya Smith, Alejandro Camacho, Azela Robinson, Uriel del Toro, Géraldine Bazán, Gabriela Roel, Marcus Ornellas",,ts84346,SHOW,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",2018,TV-14,43,"['crime', 'action', 'drama', 'thriller']","['US', 'MX']",2.0,tt8598690,7.0,358.0,206.288,7.5,1
The Gift,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",,ts223344,SHOW,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,2019,TV-MA,43,"['thriller', 'drama', 'scifi', 'fantasy']",['TR'],3.0,tt10075318,7.0,21802.0,16.327,7.7,1
Apaches,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",,ts36650,SHOW,A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.,2018,TV-MA,68,"['crime', 'action', 'drama', 'thriller', 'european']",['ES'],1.0,tt4418844,7.0,301.0,3.001,6.9,1
Katla,"Guðrún Eyfjörð, Íris Tanja Flygenring, Aliette Opheim, Ingvar Sigurðsson, Þorsteinn Bachmann, Sólveig Arnarsdóttir, Björn Thors",,ts237972,SHOW,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,TV-MA,46,"['drama', 'thriller', 'scifi']",['IS'],1.0,tt11102190,7.0,13472.0,52.807,7.2,1
My Only Love Song,"Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim, Bo-hyun Ahn, Jai-jin Lee, Joo-hyung Park",,ts55484,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1.0,tt6125832,7.0,672.0,9.524,8.3,1
Wormwood,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",,ts75263,SHOW,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,TV-14,43,"['crime', 'documentation', 'drama', 'fantasy']",['US'],1.0,tt1149367,7.0,4239.0,1.898,6.2,1
Gabby's Dollhouse,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen",,ts255779,SHOW,This colorful series leads preschoolers room to room through a fantastical dollhouse of delightful mini-worlds and irresistible kitty characters.,2021,TV-Y,24,"['animation', 'comedy', 'family', 'fantasy']",['US'],4.0,tt9165438,7.0,379.0,15.275,9.0,1
All Hail King Julien,"Danny Jacobs, Andy Richter, Henry Winkler, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, David Krumholtz, Diedrich Bader, Debra Wilson, Sarah Thyre, Betsy Sodaro",,ts3799,SHOW,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungle’s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",2014,TV-Y7,23,"['comedy', 'family', 'fantasy', 'animation', 'action']",['US'],5.0,tt3807022,7.0,2042.0,26.409,6.9,1
Brave Animated Series,"Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui",,ts297132,SHOW,"An adaption of Taiwanese comic series, Brave Animated Series. The comic artist of this series uses black humor to elaborate social issues, and its storytelling is very into the taste of the younger generation. This program is integrated with multiple resources like TV and music production.

In a world full of discrimination and hatred, stereotype is no longer what it really is. The braves believe that only when the evil is defeated, will the world comes with peace. Yet the braves realize that they are not standing on the side of justice.",2021,TV-MA,26,"['action', 'animation']",['TW'],1.0,tt17545256,7.0,6.0,4.271,5.0,1
Hemlock Grove,"Famke Janssen, Landon Liboiron, Dougray Scott, Bill Skarsgård, Joel de la Fuente, Kaniehtiio Horn, Madeleine Martin, Michael Andreae, Penelope Mitchell, Freya Tingley, Laurie Fortier, Nicole Boivin, Ted Dykstra, Lili Taylor, Aaron Douglas, Kandyse McClure, Marty Adams, Demore Barnes, Madeline Brewer",Eli Roth,ts20097,SHOW,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.",2013,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],3.0,tt2309295,7.0,39998.0,22.596,7.3,1
The Mire,"Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek",Jan Holoubek,ts83232,SHOW,"The town is shocked with a brutal double murder. The ""Courier"" hands the case to an experienced journalist - Witold Wanycz. At the same time, he learns about the mysterious suicide of two teenagers. Together with Piotr, a young journalist, they start their own investigation.",2018,TV-MA,54,"['drama', 'crime', 'thriller']",['PL'],2.0,tt8855592,7.0,4355.0,13.039,6.8,1
Aquarius,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",,ts3844,SHOW,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",2015,TV-14,43,"['drama', 'thriller', 'crime', 'european']",['US'],2.0,tt3768572,7.0,12279.0,13.111,6.8,1
Wanderlust,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",,ts83455,SHOW,A therapist tries to save her marriage after a cycling accident causes them to reassess their relationship.,2018,TV-MA,57,['drama'],[],1.0,tt7608238,7.0,5312.0,5.968,6.5,1
Go Dog Go,"Michela Luci, Callum Shoniker, Lyon Smith, Tajja Isen, Anand Rajaram, David Berni, Linda Ballantyne, Joshua Graham, Patrick McKenna, Judy Marshak, Martin Roach, Katie Griffin",,ts271726,SHOW,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way.",2021,TV-Y,24,"['animation', 'family']",['US'],2.0,tt10687202,7.0,191.0,8.592,8.8,1
The Fix,"Jimmy Carr, D.L. Hughley, Katherine Ryan",,ts9075,SHOW,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",2018,TV-MA,27,['comedy'],['US'],1.0,tt5960546,7.0,1957.0,1.555,6.5,1
The Big Family Cooking Showdown,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",,ts76511,SHOW,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",2017,TV-PG,59,"['reality', 'european']",['GB'],2.0,tt7518558,7.0,682.0,2.706,7.4,1
Turn Up Charlie,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",,ts87008,SHOW,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,2019,TV-MA,27,"['comedy', 'drama', 'music']",['GB'],1.0,tt8304498,7.0,7431.0,5.235,7.2,1
The Society,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller",,ts86165,SHOW,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",2019,TV-MA,56,"['drama', 'scifi', 'thriller']",['US'],1.0,tt8778064,7.0,28647.0,21.138,7.7,1
Half & Half,"Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa",,ts20358,SHOW,"Half & Half is an American sitcom that aired on UPN from September 23, 2002, to May 15, 2006. The show focuses on the lives of two paternal half-sisters in their twenties who were estranged throughout their childhood, and are finally developing a close relationship. The series is set in San Francisco.

It was the second-most-watched show on UPN's Monday night line-up and fourth overall on the network. The show was on The CW's first draft line-up in March 2006, but due to several circumstances—including The CW's contractual obligation to pick up Reba, the uncancelling of All of Us, and the pick-up of the Girlfriends spin-off The Game—Half & Half was left off the final Fall 2006 schedule and ended production. The series has aired in reruns on Global TV in Canada, Trouble in the UK and in local syndication in the United States. It also airs in the United States on TV One.",2002,TV-14,21,['comedy'],['US'],4.0,tt0320024,7.0,1860.0,8.06,8.1,1
One on One,"Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard",,ts21664,SHOW,"A sportscaster becomes a full-time dad when his ex-wife decides to accept a job out of the country and his teenage daughter, Breanna, moves in with him.",2001,TV-14,20,['comedy'],['US'],5.0,tt0284770,7.0,2323.0,6.204,7.9,1
Free Rein,"Jaylen Barron, Manpreet Bambra, Celine Buckens, Freddy Carter, Caroline Ford, Natalie Gumede, Bruce Herbelin-Earle, Noah Huntley, Kerry Ingram, Paul Luebke, Geoffrey McGivern, Navia Ziraili Robinson, Milo Twomey, Carla Woodcock",,ts57985,SHOW,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,TV-G,28,"['action', 'comedy', 'drama', 'family', 'documentation']",['US'],3.0,tt6928052,7.0,2110.0,31.038,7.8,1
The Last Word,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",,ts254568,SHOW,A story about a funeral eulogy speaker who loses faith in her work and tries to sabotage her husband's funeral.,2020,TV-MA,41,"['drama', 'comedy']",['DE'],1.0,tt10506510,7.0,961.0,4.113,6.7,1
